CNES;CODUFMUN;REGSAUDE;MICR_REG;DISTRSAN;DISTRADM;TPGESTAO;PF_PJ;CPF_CNPJ;NIV_DEP;CNPJ_MAN;ESFERA_A;ATIVIDAD;RETENCAO;NATUREZA;CLIENTEL;TP_UNID;TURNO_AT;NIV_HIER;TERCEIRO;TP_LEITO;CODLEITO;QT_EXIST;QT_CONTR;QT_SUS;QT_NSUS;COMPETEN;NAT_JUR;ARQUIVO_ORIGEM;UF_REF;MES_REF;ANO_REF
2078287;355030;201;;;;E;3;46374500012281;3;46374500000194;;03;;;03;07;06;;;1;06;23;0;23;0;202403;1023;LTSP2403.csv;SP;03;2024
2078287;355030;201;;;;E;3;46374500012281;3;46374500000194;;03;;;03;07;06;;;1;15;2;0;2;0;202403;1023;LTSP2403.csv;SP;03;2024
2078325;355030;0101;;;;M;3;46392148001434;3;46392130000380;;03;;;03;07;06;;;5;45;58;0;26;32;202403;1031;LTSP2403.csv;SP;03;2024
2078325;355030;0101;;;;M;3;46392148001434;3;46392130000380;;03;;;03;07;06;;;3;78;20;0;10;10;202403;1031;LTSP2403.csv;SP;03;2024
2078325;355030;0101;;;;M;3;46392148001434;3;46392130000380;;03;;;03;07;06;;;5;68;14;0;14;0;202403;1031;LTSP2403.csv;SP;03;2024
2078325;355030;0101;;;;M;3;46392148001434;3;46392130000380;;03;;;03;07;06;;;7;07;11;0;9;2;202403;1031;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;1;03;3;0;0;3;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;1;05;2;0;0;2;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;1;11;1;0;0;1;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;1;09;1;0;0;1;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;1;14;5;0;0;5;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;1;08;4;0;0;4;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;4;10;5;0;0;5;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;1;06;4;0;0;4;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;7;07;4;0;0;4;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;1;04;1;0;0;1;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;2;42;1;0;0;1;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;2;33;8;0;0;8;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;2;35;1;0;0;1;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;2;46;1;0;0;1;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;3;66;4;0;0;4;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;5;68;4;0;0;4;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;3;74;10;0;0;10;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;3;80;4;0;0;4;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;2;44;1;0;0;1;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;5;45;10;0;0;10;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;1;15;2;0;0;2;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;1;16;1;0;0;1;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;1;13;5;0;0;5;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;4;43;4;0;0;4;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;2;40;3;0;0;3;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;2;41;4;0;0;4;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;2;36;1;0;0;1;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;2;38;1;0;0;1;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;1;12;2;0;0;2;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;2;32;4;0;0;4;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;1;01;1;0;0;1;202403;2062;LTSP2403.csv;SP;03;2024
2078406;355030;0101;;;;M;3;71951099000155;1;00000000000000;;04;;;03;05;06;;;1;02;1;0;0;1;202403;2062;LTSP2403.csv;SP;03;2024
2078457;355030;;;;;M;3;18180008000142;1;00000000000000;;04;;;01;05;06;;;3;74;17;0;0;17;202403;3999;LTSP2403.csv;SP;03;2024
2078457;355030;;;;;M;3;18180008000142;1;00000000000000;;04;;;01;05;06;;;2;33;30;0;0;30;202403;3999;LTSP2403.csv;SP;03;2024
2078457;355030;;;;;M;3;18180008000142;1;00000000000000;;04;;;01;05;06;;;1;03;20;0;0;20;202403;3999;LTSP2403.csv;SP;03;2024
2078481;355030;;;;;M;3;06047087015080;1;00000000000000;;04;;;03;05;06;;;1;03;10;0;0;10;202403;2046;LTSP2403.csv;SP;03;2024
2078481;355030;;;;;M;3;06047087015080;1;00000000000000;;04;;;03;05;06;;;3;75;10;0;0;10;202403;2046;LTSP2403.csv;SP;03;2024
2078481;355030;;;;;M;3;06047087015080;1;00000000000000;;04;;;03;05;06;;;2;33;58;0;0;58;202403;2046;LTSP2403.csv;SP;03;2024
2078481;355030;;;;;M;3;06047087015080;1;00000000000000;;04;;;03;05;06;;;3;74;18;0;0;18;202403;2046;LTSP2403.csv;SP;03;2024
2078570;355030;0101;;;;M;3;61699567004937;1;00000000000000;;04;;;03;05;06;;;2;33;50;0;50;0;202403;3999;LTSP2403.csv;SP;03;2024
2078570;355030;0101;;;;M;3;61699567004937;1;00000000000000;;04;;;03;05;06;;;6;47;64;0;50;14;202403;3999;LTSP2403.csv;SP;03;2024
2078589;355030;101;;;;M;3;62106505000192;1;00000000000000;;03;;;03;05;06;;;3;77;18;0;0;18;202403;3999;LTSP2403.csv;SP;03;2024
2078589;355030;101;;;;M;3;62106505000192;1;00000000000000;;03;;;03;05;06;;;5;68;8;0;0;8;202403;3999;LTSP2403.csv;SP;03;2024
2078589;355030;101;;;;M;3;62106505000192;1;00000000000000;;03;;;03;05;06;;;2;44;9;0;0;9;202403;3999;LTSP2403.csv;SP;03;2024
2078589;355030;101;;;;M;3;62106505000192;1;00000000000000;;03;;;03;05;06;;;5;45;17;0;0;17;202403;3999;LTSP2403.csv;SP;03;2024
2078589;355030;101;;;;M;3;62106505000192;1;00000000000000;;03;;;03;05;06;;;1;03;58;0;0;58;202403;3999;LTSP2403.csv;SP;03;2024
2078589;355030;101;;;;M;3;62106505000192;1;00000000000000;;03;;;03;05;06;;;1;13;19;0;1;18;202403;3999;LTSP2403.csv;SP;03;2024
2078589;355030;101;;;;M;3;62106505000192;1;00000000000000;;03;;;03;05;06;;;1;12;6;0;0;6;202403;3999;LTSP2403.csv;SP;03;2024
2078589;355030;101;;;;M;3;62106505000192;1;00000000000000;;03;;;03;05;06;;;1;06;10;0;0;10;202403;3999;LTSP2403.csv;SP;03;2024
2078589;355030;101;;;;M;3;62106505000192;1;00000000000000;;03;;;03;05;06;;;4;10;13;0;0;13;202403;3999;LTSP2403.csv;SP;03;2024
2078589;355030;101;;;;M;3;62106505000192;1;00000000000000;;03;;;03;05;06;;;1;02;10;0;0;10;202403;3999;LTSP2403.csv;SP;03;2024
2078589;355030;101;;;;M;3;62106505000192;1;00000000000000;;03;;;03;05;06;;;2;33;66;0;0;66;202403;3999;LTSP2403.csv;SP;03;2024
2078589;355030;101;;;;M;3;62106505000192;1;00000000000000;;03;;;03;05;06;;;4;43;5;0;0;5;202403;3999;LTSP2403.csv;SP;03;2024
2078589;355030;101;;;;M;3;62106505000192;1;00000000000000;;03;;;03;05;06;;;2;32;15;0;0;15;202403;3999;LTSP2403.csv;SP;03;2024
2078589;355030;101;;;;M;3;62106505000192;1;00000000000000;;03;;;03;05;06;;;3;74;50;0;0;50;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;1;09;2;0;1;1;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;1;08;6;0;5;1;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;1;06;2;0;0;2;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;7;07;2;0;1;1;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;1;05;30;0;2;28;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;2;35;10;0;1;9;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;1;13;24;0;0;24;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;2;32;10;0;4;6;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;1;11;1;0;0;1;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;1;12;30;0;2;28;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;1;14;2;0;0;2;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;1;15;1;0;1;0;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;1;67;9;0;8;1;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;2;44;23;0;10;13;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;2;46;7;0;6;1;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;2;38;18;0;12;6;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;2;40;4;0;2;2;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;2;42;6;0;1;5;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;3;76;30;0;10;20;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;1;16;1;0;1;0;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;1;03;10;0;9;1;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;1;01;2;0;0;2;202403;3999;LTSP2403.csv;SP;03;2024
2078597;355030;;;;;M;3;60726502000711;1;00000000000000;;04;;;01;05;06;;;1;02;2;0;1;1;202403;3999;LTSP2403.csv;SP;03;2024
2078600;355030;0101;;;;M;3;00394429010688;1;00000000000000;;03;;;03;05;06;;;2;33;32;0;0;32;202403;1015;LTSP2403.csv;SP;03;2024
2078600;355030;0101;;;;M;3;00394429010688;1;00000000000000;;03;;;03;05;06;;;1;03;17;0;0;17;202403;1015;LTSP2403.csv;SP;03;2024
2078600;355030;0101;;;;M;3;00394429010688;1;00000000000000;;03;;;03;05;06;;;3;74;9;0;0;9;202403;1015;LTSP2403.csv;SP;03;2024
2078619;355030;0101;;;;M;3;60458262000126;1;00000000000000;;04;;;01;05;06;;;4;10;43;0;0;43;202403;2054;LTSP2403.csv;SP;03;2024
2078619;355030;0101;;;;M;3;60458262000126;1;00000000000000;;04;;;01;05;06;;;5;45;32;0;0;32;202403;2054;LTSP2403.csv;SP;03;2024
2078627;355030;0101;;;;M;3;67133637000127;1;00000000000000;;04;;;03;05;06;;;2;33;27;0;0;27;202403;2062;LTSP2403.csv;SP;03;2024
2078627;355030;0101;;;;M;3;67133637000127;1;00000000000000;;04;;;03;05;06;;;3;66;1;0;0;1;202403;2062;LTSP2403.csv;SP;03;2024
2078627;355030;0101;;;;M;3;67133637000127;1;00000000000000;;04;;;03;05;06;;;3;74;9;0;0;9;202403;2062;LTSP2403.csv;SP;03;2024
2078627;355030;0101;;;;M;3;67133637000127;1;00000000000000;;04;;;03;05;06;;;7;07;4;0;0;4;202403;2062;LTSP2403.csv;SP;03;2024
2078627;355030;0101;;;;M;3;67133637000127;1;00000000000000;;04;;;03;05;06;;;1;03;27;0;0;27;202403;2062;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;1;01;5;0;0;5;202403;2240;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;1;06;5;0;0;5;202403;2240;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;1;12;5;0;0;5;202403;2240;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;2;32;5;0;0;5;202403;2240;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;2;33;20;0;0;20;202403;2240;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;2;35;5;0;0;5;202403;2240;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;2;40;5;0;0;5;202403;2240;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;2;41;5;0;0;5;202403;2240;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;2;42;5;0;0;5;202403;2240;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;2;44;5;0;0;5;202403;2240;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;5;45;5;0;0;5;202403;2240;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;2;46;5;0;0;5;202403;2240;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;3;76;10;0;0;10;202403;2240;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;2;87;5;0;0;5;202403;2240;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;1;13;5;0;0;5;202403;2240;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;1;16;5;0;0;5;202403;2240;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;1;02;5;0;0;5;202403;2240;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;1;03;5;0;0;5;202403;2240;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;7;07;5;0;0;5;202403;2240;LTSP2403.csv;SP;03;2024
2078635;355030;;;;;M;3;52843158000127;1;00000000000000;;04;;;03;05;06;;;1;11;5;0;0;5;202403;2240;LTSP2403.csv;SP;03;2024
2079089;355030;0101;;;;M;3;60884855000316;1;00000000000000;;04;;;03;05;06;;;2;33;10;0;0;10;202403;2054;LTSP2403.csv;SP;03;2024
2079089;355030;0101;;;;M;3;60884855000316;1;00000000000000;;04;;;03;05;06;;;5;45;10;0;0;10;202403;2054;LTSP2403.csv;SP;03;2024
2079089;355030;0101;;;;M;3;60884855000316;1;00000000000000;;04;;;03;05;06;;;3;74;44;0;0;44;202403;2054;LTSP2403.csv;SP;03;2024
2079089;355030;0101;;;;M;3;60884855000316;1;00000000000000;;04;;;03;05;06;;;2;44;15;0;0;15;202403;2054;LTSP2403.csv;SP;03;2024
2079089;355030;0101;;;;M;3;60884855000316;1;00000000000000;;04;;;03;05;06;;;1;03;126;0;0;126;202403;2054;LTSP2403.csv;SP;03;2024
2079089;355030;0101;;;;M;3;60884855000316;1;00000000000000;;04;;;03;05;06;;;3;95;19;0;0;19;202403;2054;LTSP2403.csv;SP;03;2024
2079127;355030;0101;;;;M;3;61590410000124;1;00000000000000;;04;;;03;05;06;;;1;67;16;0;0;16;202403;3999;LTSP2403.csv;SP;03;2024
2079127;355030;0101;;;;M;3;61590410000124;1;00000000000000;;04;;;03;05;06;;;5;45;6;0;1;5;202403;3999;LTSP2403.csv;SP;03;2024
2079127;355030;0101;;;;M;3;61590410000124;1;00000000000000;;04;;;03;05;06;;;3;74;30;0;0;30;202403;3999;LTSP2403.csv;SP;03;2024
2079127;355030;0101;;;;M;3;61590410000124;1;00000000000000;;04;;;03;05;06;;;2;44;31;0;0;31;202403;3999;LTSP2403.csv;SP;03;2024
2079127;355030;0101;;;;M;3;61590410000124;1;00000000000000;;04;;;03;05;06;;;1;03;119;0;5;114;202403;3999;LTSP2403.csv;SP;03;2024
2079127;355030;0101;;;;M;3;61590410000124;1;00000000000000;;04;;;03;05;06;;;5;68;6;0;2;4;202403;3999;LTSP2403.csv;SP;03;2024
2079127;355030;0101;;;;M;3;61590410000124;1;00000000000000;;04;;;03;05;06;;;3;95;98;0;1;97;202403;3999;LTSP2403.csv;SP;03;2024
2079127;355030;0101;;;;M;3;61590410000124;1;00000000000000;;04;;;03;05;06;;;3;85;66;0;0;66;202403;3999;LTSP2403.csv;SP;03;2024
2079127;355030;0101;;;;M;3;61590410000124;1;00000000000000;;04;;;03;05;06;;;2;33;91;0;5;86;202403;3999;LTSP2403.csv;SP;03;2024
2079127;355030;0101;;;;M;3;61590410000124;1;00000000000000;;04;;;03;05;06;;;3;77;6;0;0;6;202403;3999;LTSP2403.csv;SP;03;2024
2079186;355030;0101;;;;M;3;46392148001000;3;46392130000380;;05;;;03;07;06;;;3;66;5;0;5;0;202403;1031;LTSP2403.csv;SP;03;2024
2079186;355030;0101;;;;M;3;46392148001000;3;46392130000380;;05;;;03;07;06;;;3;75;7;0;7;0;202403;1031;LTSP2403.csv;SP;03;2024
2079186;355030;0101;;;;M;3;46392148001000;3;46392130000380;;05;;;03;07;06;;;3;81;30;0;30;0;202403;1031;LTSP2403.csv;SP;03;2024
2079186;355030;0101;;;;M;3;46392148001000;3;46392130000380;;05;;;03;07;06;;;3;93;4;0;4;0;202403;1031;LTSP2403.csv;SP;03;2024
2079186;355030;0101;;;;M;3;46392148001000;3;46392130000380;;05;;;03;07;06;;;2;41;10;0;10;0;202403;1031;LTSP2403.csv;SP;03;2024
2079186;355030;0101;;;;M;3;46392148001000;3;46392130000380;;05;;;03;07;06;;;2;33;4;0;4;0;202403;1031;LTSP2403.csv;SP;03;2024
2079186;355030;0101;;;;M;3;46392148001000;3;46392130000380;;05;;;03;07;06;;;4;43;20;0;20;0;202403;1031;LTSP2403.csv;SP;03;2024
2079186;355030;0101;;;;M;3;46392148001000;3;46392130000380;;05;;;03;07;06;;;1;06;16;0;16;0;202403;1031;LTSP2403.csv;SP;03;2024
2079186;355030;0101;;;;M;3;46392148001000;3;46392130000380;;05;;;03;07;06;;;7;07;4;0;4;0;202403;1031;LTSP2403.csv;SP;03;2024
2079186;355030;0101;;;;M;3;46392148001000;3;46392130000380;;05;;;03;07;06;;;4;10;66;0;66;0;202403;1031;LTSP2403.csv;SP;03;2024
2079186;355030;0101;;;;M;3;46392148001000;3;46392130000380;;05;;;03;07;06;;;3;92;26;0;26;0;202403;1031;LTSP2403.csv;SP;03;2024
2079240;355030;201;;;;E;3;46374500010904;3;46374500000194;;04;;;03;05;06;;;6;47;24;0;24;0;202403;1023;LTSP2403.csv;SP;03;2024
2079240;355030;201;;;;E;3;46374500010904;3;46374500000194;;04;;;03;05;06;;;2;33;58;0;58;0;202403;1023;LTSP2403.csv;SP;03;2024
2079240;355030;201;;;;E;3;46374500010904;3;46374500000194;;04;;;03;05;06;;;3;81;8;0;8;0;202403;1023;LTSP2403.csv;SP;03;2024
2079240;355030;201;;;;E;3;46374500010904;3;46374500000194;;04;;;03;05;06;;;4;10;12;0;12;0;202403;1023;LTSP2403.csv;SP;03;2024
2079240;355030;201;;;;E;3;46374500010904;3;46374500000194;;04;;;03;05;06;;;1;03;40;0;40;0;202403;1023;LTSP2403.csv;SP;03;2024
2079240;355030;201;;;;E;3;46374500010904;3;46374500000194;;04;;;03;05;06;;;4;43;36;0;36;0;202403;1023;LTSP2403.csv;SP;03;2024
2079240;355030;201;;;;E;3;46374500010904;3;46374500000194;;04;;;03;05;06;;;3;93;4;0;0;4;202403;1023;LTSP2403.csv;SP;03;2024
2079240;355030;201;;;;E;3;46374500010904;3;46374500000194;;04;;;03;05;06;;;3;92;16;0;16;0;202403;1023;LTSP2403.csv;SP;03;2024
2079240;355030;201;;;;E;3;46374500010904;3;46374500000194;;04;;;03;05;06;;;3;75;20;0;20;0;202403;1023;LTSP2403.csv;SP;03;2024
2079240;355030;201;;;;E;3;46374500010904;3;46374500000194;;04;;;03;05;06;;;5;45;33;0;33;0;202403;1023;LTSP2403.csv;SP;03;2024
2079240;355030;201;;;;E;3;46374500010904;3;46374500000194;;04;;;03;05;06;;;3;66;2;0;2;0;202403;1023;LTSP2403.csv;SP;03;2024
2079445;355030;;;;;M;3;62779145003962;1;00000000000000;;04;;;01;05;06;;;1;03;48;0;0;48;202403;3999;LTSP2403.csv;SP;03;2024
2079445;355030;;;;;M;3;62779145003962;1;00000000000000;;04;;;01;05;06;;;3;74;25;0;0;25;202403;3999;LTSP2403.csv;SP;03;2024
2079445;355030;;;;;M;3;62779145003962;1;00000000000000;;04;;;01;05;06;;;2;33;30;0;2;28;202403;3999;LTSP2403.csv;SP;03;2024
2079542;355030;0101;;;;M;3;60678604000113;1;00000000000000;;04;;;03;07;06;;;4;10;154;0;0;154;202403;2054;LTSP2403.csv;SP;03;2024
2079542;355030;0101;;;;M;3;60678604000113;1;00000000000000;;04;;;03;07;06;;;3;95;57;0;0;57;202403;2054;LTSP2403.csv;SP;03;2024
2079542;355030;0101;;;;M;3;60678604000113;1;00000000000000;;04;;;03;07;06;;;3;74;10;0;0;10;202403;2054;LTSP2403.csv;SP;03;2024
2079542;355030;0101;;;;M;3;60678604000113;1;00000000000000;;04;;;03;07;06;;;3;80;60;0;0;60;202403;2054;LTSP2403.csv;SP;03;2024
2079542;355030;0101;;;;M;3;60678604000113;1;00000000000000;;04;;;03;07;06;;;3;82;40;0;0;40;202403;2054;LTSP2403.csv;SP;03;2024
2080125;355030;201;;;;E;3;60945854000172;1;00000000000000;;03;;;03;07;06;;;1;12;40;0;40;0;202403;3999;LTSP2403.csv;SP;03;2024
2080125;355030;201;;;;E;3;60945854000172;1;00000000000000;;03;;;03;07;06;;;2;44;28;0;28;0;202403;3999;LTSP2403.csv;SP;03;2024
2080125;355030;201;;;;E;3;60945854000172;1;00000000000000;;03;;;03;07;06;;;3;75;8;0;8;0;202403;3999;LTSP2403.csv;SP;03;2024
2080125;355030;201;;;;E;3;60945854000172;1;00000000000000;;03;;;03;07;06;;;7;07;4;0;4;0;202403;3999;LTSP2403.csv;SP;03;2024
2080168;355030;0101;;;;M;3;06047087005017;1;00000000000000;;04;;;03;07;06;;;5;45;16;0;0;16;202403;2046;LTSP2403.csv;SP;03;2024
2080168;355030;0101;;;;M;3;06047087005017;1;00000000000000;;04;;;03;07;06;;;3;74;20;0;0;20;202403;2046;LTSP2403.csv;SP;03;2024
2080168;355030;0101;;;;M;3;06047087005017;1;00000000000000;;04;;;03;07;06;;;2;44;13;0;0;13;202403;2046;LTSP2403.csv;SP;03;2024
2080168;355030;0101;;;;M;3;06047087005017;1;00000000000000;;04;;;03;07;06;;;2;33;22;0;0;22;202403;2046;LTSP2403.csv;SP;03;2024
2080346;355030;0101;;;;M;3;46392148001604;3;46392130000380;;03;;;03;05;06;;;1;09;10;0;10;0;202403;1031;LTSP2403.csv;SP;03;2024
2080346;355030;0101;;;;M;3;46392148001604;3;46392130000380;;03;;;03;05;06;;;1;03;96;0;96;0;202403;1031;LTSP2403.csv;SP;03;2024
2080346;355030;0101;;;;M;3;46392148001604;3;46392130000380;;03;;;03;05;06;;;3;75;58;0;58;0;202403;1031;LTSP2403.csv;SP;03;2024
2080346;355030;0101;;;;M;3;46392148001604;3;46392130000380;;03;;;03;05;06;;;5;45;27;0;27;0;202403;1031;LTSP2403.csv;SP;03;2024
2080346;355030;0101;;;;M;3;46392148001604;3;46392130000380;;03;;;03;05;06;;;2;33;109;0;109;0;202403;1031;LTSP2403.csv;SP;03;2024
